Frontendutvecklare till Svea Bank,Svea,Solna,"Vi söker nu en frontend-utvecklare som vill bli en del av vårt frontend-team som ansvarar för Sveas internetbank. Vi arbetar i en komplex miljö och utvecklar banbrytande nya lösningar med hjälp av de senaste teknikerna. Detta är en unik möjlighet att vara del av utvecklingen av en helt ny bank från grunden!Varför jobba hos oss?Hos oss får du möjligheten att jobba med moderna tekniker i nya projekt tillsammans med ett värdeskapande team. Enligt ett agilt arbetssätt jobbar teamet för att medarbetarna ska kunna dela sina idéer och lösningar. Detta med anledningar av att skapa ett värdegrundat arbete och för att du som medarbetare ska kunna utvecklas i rollen som frontendutvecklare. Inom Svea blir du en del av en spännande resa som innebär finansiella och affärsmässiga lösningar för företagare och konsumenter.Om rollen**Du blir en del av ett självorganiserat team som arbetar enligt arbetssättet Kanban och i nära samarbete med Backend-utvecklare, QA, UX-designer, Produktägare, iOS- och Android-utvecklare. Du som frontutvecklare hos oss är den som sätter ett ansikte på alla funktioner som Svea bank erbjuder. I praktiken är det du som arbetar med underhållning men också en hel del nyutveckling kopplat till banktjänster. Din så kallade vardag består av:Bygga integrationer och samarbeten med tredjepartstjänster såsom SwishForma kravet från verksamheten och omvandla interaktivt användargränssnittUppdaterar och vidareutveckla nya funktionerImplementera och säkerställer bästa möjliga kod genom testautomatiseringVår utvecklingsmiljö består av JavaScript och react, redux, Jest, Cypress, Webpack, Yarn, babel.Vem är du?* ‍*️För att trivas hos oss ser du dig som en kommunikativ lagspelare som uppskattar ett arbete enligt ett agilt arbetssätt. Du har ett genuint intresse och förståelse för modern webbutveckling och uppskattar att arbete enligt en clean-code approach och med hög kodkvalitet. Du är öppen för att lära och att dela dina kunskaper inom teamet och är van vid att sätta användaren i fokus. Du har god förmåga och är van vid att kommunicera problem och lösningar med en rad olika grupper, både tekniska och icke-tekniska. Under din jobbresa har du skaffat dig:️ Några års arbetserfarenhet av JavaScript (eller Typescript) och React️Erfarenhet av testautomatisering och dess verktyg såsom Jest och/eller Cypress️God förståelse för UX-design️Mycket goda kunskaper i svenska och engelska i både tal och skriftEtt plus i kanten är om du god kännedom om funktionell programmering i JS eller domänkunskap inom bank/fintech.Om Svea bank**Svea Bank tillhandahåller flera tjänster med syfte att underlätta sina kunders vardag, exempelvis fakturaköp, företagslån, företagskonto och sparkonto. Genom personlig service och smart teknik ämnar vi erbjuda marknaden effektiva och anpassade lösningar. Gemenskap är viktigt för oss och vi jobbar för mångfald och att alla ska känna en delaktighet och möjlighet att kunna påverka. På Svea värdesätter vi worklife balance och har en tydlig gräns mellan arbetsliv och privatliv.Vi sitter i nya och fräscha lokaler i Arenastaden, Solna.️AnsökanOm du har frågor om tjänsten går det bra att kontakta Ken Vu på ken.vu@svea.com Urval och intervjuer sker löpande och vi önskar tillsätta tjänsten så snart som möjligt, så skicka din ansökan redan idag.Välkommen med din ansökan och lycka till!Location: Evenemangsgatan 31 A,169 79,Solna, SolnaJobbtyp: Heltid",https://se.indeed.com/viewjob?from=appsharedroid&jk=db821f07746f7294
Frontendutvecklare TypeScript,Svenska Spel,SolnaDistans,"
  Vi söker nu Frontendutvecklare som gillar att jobba nära slutanvändaren och vill göra det dagliga arbetet enklare för alla sina utvecklarkollegor. Join us!
   Vad kommer du att göra?
   I rollen som Frontendutvecklare driver du arbetet med vår utvecklarportal som är utvecklarnas gränssnitt mot CI/CD-flödet. Du får möjlighet att skapa den bästa portalen som används av alla utvecklare på hela Svenska Spel. Det gör du tillsammans med ett tvärfunktionellt team men du har också nära kontakt och samarbete med övriga team för att ständigt få snabb användarfeedback.
   Vi har nyligen bildat ett Technical Operations Center (TOC) som kombinerar vår driftcentral, tooling och övervakning. TOC:en ansvarar för den operativa driften och jobbar med att hela tiden öka vår förmåga inom bland annat incident management, SRE och IT-säkerhet. Du blir en del av ett taggat team som tillsammans skapar en övervakningsfunktion som kännetecknas av proaktivitet, automatisering och förmågan att snabbt hantera IT-säkerhetsincidenter.
   Du rör dig i teknisk framkant och jobbar för att göra den dagliga IT-arbetsmiljön enklare för Svenska Spels alla utvecklare.
   Är du den som kommer att göra det?
   Vi ser att du är en kreativ och nytänkande person som trivs bäst som en del av ett tight team där alla bidrar till gemensamma mål och stöttar varandra vid utmaningar och i problemlösning. Du har lätt för att skapa nya relationer både inom teamet men också med samarbetsteam och övriga organisationen.
   Utöver ovanstående sitter du på följande erfarenheter och kompetenser
   
   Några års arbetslivserfarenhet av frontendutveckling 
   Erfarenhet av TypeScript och React 
  
  Det är också meriterande om du har arbetat med Backstage eller har erfarenhet av UI/UX.
   Om Tech på Svenska Spel
   På Svenska Spel hanterar vi 10 000 000 transaktioner varje dag, året runt och på sex dagar har vi hanterat samma transaktionsvolym som den största pengaöverföringsappen gör på en månad. Varje dag utvecklar, driftar och supportar vi ett av världens mest avancerade spelsystem, vi är med andra ord ett techbolag som sysslar med spel - inte tvärtom. Och som ett techbolag som sysslar med spel kommer ett ansvar, både för folks drömmar och spänning, men även för deras spelande. Det är också därför du kommer märka att vårt spelansvarsarbete genomsyrar hela företaget från första dagen du börjar jobba hos oss.
   Vi är Svenska Spel
   Vi är modiga, nyfikna och vi strävar efter enkelhet i allt vi gör. Vi vill att spel ska vara till glädje för alla – för våra medarbetare, kunder och gäster, för idrotten och för samhället i stort. Vi sponsrar idrottsrörelsen på alla nivåer, förebygger spelproblem och låter vinsten gå tillbaka till samhället.
   Och du har väl förresten inte missat att läsa om våra fantastiska förmåner?
   Ansökan och kontaktuppgifter
   Tjänsten är en tillsvidareanställning med placering där det passar dig bäst. Vi har kontor i Visby och i Solna och det vore förstås toppen om du bodde i närheten men det går också bra att utföra arbetet hemifrån någon annanstans i Sverige. 
  Vi utför intervjuer och urval löpande så tveka inte på att skicka in din ansökan så snart som möjligt.
   För frågor om tjänsten, kontakta Björn Flodman, Chef Tech Operations Center, bjorn.flodman@svenskaspel.se
   För frågor om rekryteringsprocessen, kontakta Team Talent Acquisition, teamta@svenskaspel.se
   LI-REMOTE
 ",https://se.indeed.com/viewjob?from=appsharedroid&jk=80f61e78bf76426a
Full - stack C# Developer - Fintech Sector - Stockholm,Nigel Frank International Limited,Stockholm,"
  
   Full-stack C# Developer - Fintech Sector - Stockholm
    
    
   My market-renowned client in central Stockholm (Stureplan) has a brilliant opportunity for an experienced C# Software Developer to join their highly skilled team making a strong impact in the fintech industry. Within this position you would work cohesively within an experienced development team on ethical and scaleable greenfield projects, utilising the latest techniques and technologies. This is a great opportunity for any developer looking to challenge the market daily and be involved with a product directly having a positive impact on the society they live in. If you are passionate about making a difference and excel working in the proximity of others, this could be for you!
    The long-term objective of this role is for the successful candidate to be given guidance and support to progress to a tech lead position. My client is looking for someone to provide sincere guidance and direction to the development department, and be responsible for new solutions the team will develop.
    The ideal candidate will demonstrate:
   
     Widespread experience with .NET/C# and Microsoft technologies (.NET Core and Azure).
     
     Solid database knowledge (MS SQL, EF Core).
     
     Strong passion for development and not afraid to influence technical decisions.
     
     Front end and cloud experience would also be beneficial.
     
     Familiar working with Scrum and Sprints.
     
     Ambition to progress towards tech lead.
     
     Swedish speaking.
   
    
    
   About the client
   
     Hiring as a result of strong organic growth on the fintech market.
     
     Maintained a flat company structure with self-organised development team.
     
     Attend regular conferences and collaborations globally.
     
     Build new development features for an ethically oriented healthcare product
     
     Scalable solution which is not deadline focused.
     
     Place a large focus on the wellbeing and success of their employees.
     
     Clear and structured path for internal growth and progression.
   
    
    
   Joining my client will provide you with great benefits, such as:
   
     Strong pension package with option for salary sacrifice.
     
     Budget for gym/wellbeing.
     
     Regular team building activities both inside and outside of work.
     
     Team breakfast provided daily.
   
    
    
   If you feel your profile and personality matches this description and you would like to learn more about this opportunity, apply today or reach out at the details below!
    Email your CV to t.hague@nigelfrank.com or call 46 77 588 86 03 to discuss this confidentially.
  
 ",https://se.indeed.com/viewjob?from=appsharedroid&jk=515391b58ec6463d
Full - stack Java engineer,Nigel Frank International Limited,Stockholm,"
  
    our client is looking for highly qualified, senior Java developers to join their platform as they undertake a huge expansion moving into 2022.
    Operating in the niche domain of 'business travel', this is a company that has more than weathered the impact Covid-19 had on the travel domain, and are now in a position to start strengthening their technology arm!
    They are seeing a huge uptick in demand for their service, and require additional talent to help with maintenance and development of their current platform.
    Role & Responsibilities
   
     You will be joining the development team, assisting with remaining migration from legacy systems to cloud-native environments and developing entirely new solutions
     
     You will be involved in the management of Cloud-native, AWS hosted environment - taking on a critical involvement of the extending of this company's serverless infrastructure
     
     You will be making high level, vital decisions regarding architecture, currently the team has a senior engineer handling all architectural concerns, so any knowledge from this area is highly valued!
   
    Skills & Qualifications
   
     years of Java experience, with exposure to Spring, SpringBoot
     
     Front-end experience with Angular 2 
     
    Professional experience working with AWS, Terraform, DevOps, and Docker
   
    Benefits
   
     competitive market salary and collective agreement pension scheme
     
     Incredible annual allowance for wellness contributions
     
     Yearly international trips for the team, offering the chance to travel to one of their 95 international locations!
   
  
 ",https://se.indeed.com/viewjob?from=appsharedroid&jk=7af1a26d9cbafaa0
Full Stack Developer,OpusCapita Group,StockholmDistans,"OpusCapita is a leading European provider of e-invoicing solutions, O2C and P2P messaging services, and advanced procurement services for large and mid-sized companies. With our cloud-based solutions, we help our customers better manage their procurement, supply chain and AP&AR, getting payments in faster, lowering processing costs, and bringing savings. Founded in 1984, OpusCapita has customers in over 50 countries. To learn more, please visit www.opuscapita.com

Full Stack Developer
frontend + backend + node + react + js + ts + (REST+kafka+rabbitMQ) = opuscapita.com

At OpusCapita our vision is to be the number one value provider of procurement and finance processes. We are seeking talented and experienced professionals to join our software development unit. You may work from one of our offices in Toruń, Poland, Riga, Latvia or Stokholm, Sweden or fully remotely from those countries. The team is responsible to create and scale our own cloud platform in order to bring our next-generation products to market towards a SaaS-only future.

Technologies in our ecosystem
Microsoft Azure for our public and private cloud infrastructure needs
Microservice architecture, which is containerized on top of Docker, which is orchestrated through Docker-swarm and Kubernetes.
Most of our development work is done in JavaScript, TypeScript and Java.
Other technologies we take advantage of: ELK stack, Kong, Redis, SQL,NoSQL, MySQL, ElasticSearch, express.js and OAuth2.0 to name a few.
Github based development process using PRs
CI/CD based on Github with Jenkins or CircleCI
Atlassian product family for development management and information sharing

 Your responsibilities:
Develop full stack domain microservices for the Business Network Portal based on our favorite technologies (Node, React, Docker, Github and Jira)
Cooperate closely with product management and scrum masters

What we would like from you?
You speak English fluently
You know how to handle/avoid software performance, optimization and concurrency problems
You are fluent in writing and understanding real code nyc mocha -R mocha-junit-reporter mocha *.spec.js
For you a programming language is a tool and not the final destination
You are not afraid to review JavaScript code created by your or other teams to ensure high-quality feature output
You like to improve yourself and are eager to learn

What makes OpusCapita a Great Workplace?
When asked what they like best in our company, OpusCapitans say that they most of all appreciate the relaxed atmosphere and the people they work with. People here care for one another and help is always there if needed. Family feeling is mentioned every time in our annual employee surveys. OpusCapitans feel they are trusted by our management and that they can actually make a difference. At OpusCapita even making mistakes is seen as an opportunity to learn so honest mistakes are seen as part of just doing business! Flexibility in the working hours is valued as well as the possibility to remote work. We are all fuelled by the same passion to succeed.

In addition we offer:
International collaboration and atmosphere
Possibility to work remotely (during pandemic times we are working fully remotely)
All the basic benefits (sport & culture, medical insurance, life insurance, company pension scheme, bonus plan etc.)
Monthly peer recognition campaigns in order to praise our colleagues
Unique benefits via I love Mondays club

Questions in mind?
For more information please contact Edyta.Michalska-Paszko@opuscapita.com Please submit your application and we will contact you - we start conducting interviews and make hiring decisions as soon as the suitable candidate is found.",https://se.indeed.com/viewjob?from=appsharedroid&jk=9caa51aba713886c
Full Stack Developer,Pagero Group,Sverige,"
  Job Description 
   Pagero’s expansion continues at an even higher speed and we are now looking for developers to work on added Services to our platform. In this role, you will design and develop new services and infrastructure as well as maintain the existing offering related to our processes and applications for companies to exchange business documents and trade electronically. 
   We are looking for new members to our development team building services that add value on top of the document processing offering from Pagero Online. The work will involve both backend and frontend development, so experience in both areas is preferable but not a requirement. 
   We think that you are a self-motivated person who enjoys solving problems and who is also eager to learn new things. We value good communication skills and that you can work in a team. In turn you will enjoy an open-minded culture always open to new ideas where you will have a great deal of influence over your daily work.
   
   
   Working at Pagero 
   We are working in a Microservice architecture with a DevOps culture. This means that teams have complete full-stack responsibility for their parts of the architecture, including continuous integration and continuous delivery, which gives each team a lot of freedom with developing their services. Our team likes to bring concepts from functional programming into our existing stack, where it is applicable. 
   Because of the full-stack responsibility of our teams, experience of working with full-stack development is highly desirable, but there is also room for frontend or backend specialists. 
   As member of a team, you will have the following responsibilities: 
   
   Collaborating closely with all members of the team to take shared responsibility for the overall efforts that the team has committed to. 
   System-level design of new applications and features 
   Taking responsibility for the quality of the code through automated testing, code reviews etc. 
   Continuous maintenance and improvement of the team’s existing codebase 
   
  In addition, we provide a dynamic environment and a lot of opportunities to pursue areas of personal interests, such as Pagero Labs where cross-teams are focusing on new areas, Special Interest Groups (SIG:s) and sponsored conference attendance.
   
   
   Qualifications 
   Fluent in both spoken and written English 
   Previous experience from working in a JVM-based environment 
   Backend 
   For backend development, experience with the following technologies are highly preferred: 
   
   Scala 
   Databases / PostgreSQL 
   Build tools like sbt 
   Microservices architecture 
   
  Experience with the following technologies are also valued: 
   
   REST APIs 
   Protobuf 
   RabbitMQ 
   Akka HTTP / Play Framework 
  
  Frontend 
   For frontend development, experience with the following technologies is highly preferred: 
   
   Typescript or Javascript 
   JSX & plain HTML 
   CSS 
   Proficiency in one or more frontend frameworks like React, Angular, Vue and Svelte, preferably React 
   
  Experience with frontend tools such as yarn or npm, lerna, webpack 
   Experience with the following technologies is also valued: 
   
   StencilJS / Web components 
   js 
  
  Tools 
   Experience with the following tools is highly preferred: 
   
   Git 
   Go CD 
   Docker 
   
  What we offer 
   Scope: Full time (6-month probationary period) 
   Salary: Fixed salary (negotiable)
   
   
   Additional information: 
   Start date: By agreement 
   Location: We are a distributed team with members in Jönköping and Skövde 
   Office locations: 
   
   Jönköping, Oxtorgsgatan 3, Sweden 
   Skövde, Kanikegränd 3B, Sweden 
   
  Please note: If you are not an EU citizen, please note that you must have full working rights aligned with Swedish laws. If you are on a work permit or visa, please make sure to attach the details along with your application. 
   Roles that are provided access to restricted or sensitive information that may be misused or may cause harm to individuals or organizations will, upon hiring, be subjected to an extended background check. These roles include individuals working within Pagero Online with support or admin rights and having access to Pagero’s customer’s data, employees working within finance or similar functions. 
   About Pagero 
   We believe business should be easy. That’s why we are building the world’s largest, open business network. With our cloud-based network, you can reach any business, anywhere in the world – no matter how many borders your operations may cross. We take care of the technical and regulatory requirements across your entire order-to-cash, purchase-to-pay and freight processes, to give you data accuracy and security, transparency and real-time visibility. All this through a single connection. Find out more at www.pagero.com
 ",https://se.indeed.com/viewjob?from=appsharedroid&jk=0db8d64146920a82
Full Stack Developer,Star Stable Entertainment,111 20 StockholmDistans,"Welcome to the makers of the popular adventure game Star Stable Online – the currently 1 ranked and fastest-growing horse game in the world. Our vision in 2011 was to build a game that encouraged girls to be the hero of their own adventure, today we have brought that adventure to more than 8 million active players all over the world. Over the years we have extended our product line to music, publishing, and several apps, continuously working to improve, grow and fulfill what’s at the heart of our mission – to inspire, and to have a meaningful global impact, transforming the gaming industry into a more open-minded and inclusive environment.
Whom are we looking for?
Right now our Core Team needs backup in order to bring our great gaming experience to even more players. We are looking for a Fullstack Developer that is ready to implement new technologies and bring our great gaming experience to even more players!
The tech stack for this role:
Today, our Tech teams currently works with Python, REST APIs, Cloud (AWS), Serverless, Docker, React and Typescript. We believe that you can navigate in Python and React, but you will have a lot of freedom in deciding what to use in order to build robust and scalable solutions. Together with the team's creative culture and an open perspective, you will have the opportunity to implement new technologies.
What can we offer you?
We are a passionate and happy bunch of 200+ creative brains from 20 different countries, dedicated to creating immersive and inspiring experiences for a global audience of girls as well as keeping being a tight-knit team. We offer remote work the majority of the time, but there are expectations that you can enter the office (Central Stockholm) when needed, for example at workshops and team meetings. The office of course welcomes you with open arms more often too!
General benefits
A growing journey where you will have a lot of impact on the player experience within our flagship product, Star Stable Online exists on multiple platforms.
A pretty sweet mission. We want to build quality games for girls and we take that vision very seriously. We strive to hit that mark every single day.
We may be a big group, but we’re a tight-knit team! A diverse team of friendly, fun, and supportive co-workers from 20 different countries!
We’re more than 50%female identifying! YES to WomenInTech!
30 Vacation Days
ITP1 Insurance Plan
Parental pay top up to 90 %
5,000 SEK per year Health allowance

Sounds exciting? Reach out and apply! We are super curious to hear more about you!",https://se.indeed.com/viewjob?from=appsharedroid&jk=65f216aed08d4456
Full Stack Developer,Eletive,211 39 Malmö,"Our employees are engaged and happy, and we have the data to prove it! We believe in giving our employees freedom, responsibility, and opportunities to grow. Together, we create a market-leading product that helps our customers become more engaged, happy, and perform better. The success of Eletive results in millions of people having a happier everyday life! If you want to work alongside fun, driven, and supportive colleagues while creating better workplaces around the world - Eletive is the place for you! By joining a fast-growing company you will get the opportunity to influence and impact the journey ahead.
We are now looking for Full Stack Developers in the early stages of their career with some experience in modern JavaScript applications, preferably React and Node.
Job description
As part of our product team, you are expected to build a product that provides the greatest possible value to our customers and users. The product must also be stable and easy to maintain and further develop. We are constantly looking for opportunities to improve and simplify our product using a DevOps mindset. In this role, you will have the opportunity to work with many different parts. Tasks include, but are not limited to:

Working with React/Redux and Node.
Contribute to various areas such as development, UX, testing, release, and maintenance.
Work with simple, clear, and transparent processes.
Collaborate and exchange experiences with colleagues to arrive at the best solutions and constantly evolve.
Learn new things. We are constantly looking for new solutions, services, and opportunities to make ourselves better and more efficient as teams and individuals.
Have fun at work and feel proud that you are part of and contribute to a more prosperous society.
What are we looking for?
To grow and thrive in the role we believe that you:

Have some understanding and experience of creating modern JavaScript applications using, for example, React and Node.
Have some experience working with JavaScript in a software team.
Are familiar with or willing to learn Agile Practices, such as Scrum, Automated Testing, Code Reviews, Continuous Delivery, etc.
Have a passion for creating fantastic products with the user in focus that is aesthetically pleasing.
Like to be a part of and work as a team.
Are structured and have a desire to create innovative solutions that follow best practices and that others understand.
Have a self-starter mindset; you proactively identify opportunities for improvement and are a driving force in the work.
Write and speak fluent Swedish and English.
What do we offer?
We want you to love your work, your co-workers, and your workplace. We also want you to feel inspired, included, and have a lot of fun. Our aim is to be the best employer in the world!
At Eletive, you will work together with passionate, driven, and smart colleagues. We have a lot of fun together and there are many opportunities to socialize. You will also have the opportunity to have an impact on the work we do. Apart from that, we offer several company-wide benefits.
In addition to a great workplace and colleagues, you will end your day with a great feeling knowing that you are making a positive difference for people all over the world.
Application
Do you want to become a part of our amazing team? We recruit continuously, so send in your application immediately. Apply by clicking the button below!",https://se.indeed.com/viewjob?from=appsharedroid&jk=fcc1fb94f39745a7
Full Stack Developer,Astrid Education,111 44 StockholmDistans,"Hi! We're happy you're here!
Astrid is an education technology startup providing a voice-based and AI-powered English learning platform, to build strong communicators. We believe that we can help dramatically improve future opportunities for kids and teens around the world by helping them become fluent, confident English speakers.
We are now looking for a Mobile Developer, to join our mission!
What you will do

Collaboratively develop features together with a small team of diverse skills and backgrounds
Actively participate in product decisions
Share your knowledge and experience

Skills
As a full stack developer on our small, fast-moving team, you will be responsible for creating features together with a cross functional team, helping with prioritisation and building a modern and scalable back end.

We believe that you have:

At least 2 years of experience building tech products (preferably in a mobile setting)
An understanding for how to create scalable, cloud based, backend products
A good feeling for when things need to take their time and when to take a short cut
Experience working in smaller, cross-functional teams
Astrid tech stack
Mobile: React Native, Redux, TypeScript, Styled Components
Backend: Node.js, Python
Storage: MongoDB, Firebase, BigQuery

Infrastructure: Docker, Kubernetes, GCP
Web frontend: React, Redux, TypeScript, CSS
About the team
Our complementary and diverse team consists of experienced engineers, academics, and company builders with backgrounds ranging from EF, Google, Spotify, and King. We are located in Stockholm, Sweden, and Oxford, UK, and backed by a global group of tech entrepreneurs, investors, and advisers.",https://se.indeed.com/viewjob?from=appsharedroid&jk=b64a2245786733b1
Full Stack Developer,Telia Company,StockholmDelvis på distans,"
  Köket.se är en del av TV4, ett av Sveriges största mediehus. Köket erbjuder inspirerande och engagerande matinnehåll genom TV-program, recept, artiklar, videoklipp, onlinekurser, poddar, mm. Vi samarbetar med flera av Sveriges populäraste kockar och når varje vecka ut till ca 2 miljoner användare genom våra olika kanaler. Vår vision är att bidra med inspiration och matglädje för alla.
   Vi söker erfaren fullstackutvecklare till Köket.se!
   Ta chansen att jobba med ett härligt gäng inom ett spännande område. Kom till Köket! Här får du jobba i ett litet, oberoende team tillsammans med erfarna personer inom backend, frontend och design/UX.
   Vårt utvecklingsteam ansvarar för allt utvecklingsarbete i vår viktigaste kanal, Köket.se, som är en av Sveriges största matsajter. Vi arbetar agilt med alla delar av webbplatsen, från idé/design och planering till genomförande och testning. Vi är ett litet och sammansvetsat team som har kul och jobbar bra ihop. Utvecklingsteamet är en del av Kökets organisation som även består av redaktörer, säljare, producenter, analytiker, produktionsledare och affärsutvecklare. 
   Kom och jobba med oss!
   Är du webbutvecklare med erfarenhet och kompetens inom både backend och frontend? Toppen! Hos oss får du jobba med alla delar av sajten och med varierande arbetsuppgifter. Du får stora möjligheter att påverka, driva och utforska både teknik och funktionalitet. Vi har korta beslutsvägar och releasar kontinuerligt. Du får också chansen att jobba nära andra roller och team inom Köket.
   Vi ser fram emot att välkomna dig hit. Vi hoppas att du, som vi, gillar att samarbeta, är lyhörd och gärna delar med dig av kunskap. Vi hoppas också att du är intresserad och håller dig ajour med teknikutvecklingen inom ditt område. Du behöver prata svenska obehindrat och ha mer än tre års erfarenhet av följande:
  
    Node.js
    React
    Next.js
    CSS/SCSS
    GraphQL
    MongoDB
    Heroku eller annan molnbaserad hosting
  
   Praktiskt
   Vi sitter i TV4-huset på Tegeluddsvägen, ett stenkast från Gärdets t-banestation. I huset finns förutom hela TV4s verksamhet även vår egen Köket-studio, goda luncher på vår restaurang samt ett eget gym med träningsgrupper. Vi arbetar enligt en hybridmodell där vi bedriver arbetet både från kontoret och distans. Tjänsten är en tillsvidare-anställning.
   Intresserad?
   Tveka inte att skicka in din ansökan om du vill bli en del utav vårt team! Om du vill veta mer om jobbet är du välkommen att kontakta mig på erik.liden@tv4.se, 0709-900 576
   Vi ser fram emot din ansökan. För att kunna hantera dina personuppgifter på ett säkert sätt, ber vi dig att ansöka via vårt rekryteringssystem. Vi har inte möjlighet att ta emot ansökningar via e-post eller andra kanaler. Urval och intervjuer sker löpande. Sista ansökningsdag är 2022-05-13.
   Välkommen till TV4 - Home to your next big opportunity!
 ",https://se.indeed.com/viewjob?from=appsharedroid&jk=19bc77b2c1eea694
Full Stack Developer,PayZlip,Helsingborg,"PayZlip är ett snabbt växande Startup med kontor mitt i centrala Helsingborg. Vi är på ett uppdrag för att revolutionera hur svenska företag hanterar och betalar ut löner med hjälp av full automatisering, datainsikter i realtid och On Demand-lönebetalningar. Vi söker nu en B2B Sales som vill vara med på vår spännande tillväxtresa!
Your opportunity
Join a development team which focuses on building robust, scalable high-quality software using principles such as TDD, event sourcing and microservices. As a developer at PayZlip, you'll work cross-stack with both our React frontends, our mobile Flutter applications and our microservices and APIs, written in Nest.js. We also make heavy use of automated testing and deployments.
What's important
We believe that the one we're looking for is interested in new technology and want to be constantly challenged to learn new things. We also believe that you are just as comfortable working with APIs and backends as you are with React and frontends.
You don't need to know everything about microservices, event sourcing or mobile development, but we believe that you're someone with the appetite, ability and drive to learn these skills at the workplace.
Expected knowledge:
JavaScript and TypeScript, including build tools such as webpack.
Version control with Git
Previous experience with React
Previous experience with Node.js and express or equivalent framework
Previous knowledge about testing on some level (unit testing, e2e etc.)
Qualifying knowledge:
Dart & Flutter
Previous experience with Nest.js
Devops and AWS (CDK and CloudFormation) knowledge
Experience with EventStoreDB
Previous experience with CQRS, Event sourcing and microservices
Previous experience with testdriven development
CI/CD experience (Github Actions)
Our modern and techy office is in central Helsingborg, just two minutes from the train station. We believe that you know best when and where you are most productive but we would love to see you at the office a couple of days per week.",https://se.indeed.com/viewjob?from=appsharedroid&jk=bf429a2fb4cf2c0d
Full Stack Developer,SeenThis,120 32 StockholmDistans,"
  Full Stack Developer
   Would you call yourself a “Full Stack” developer? Do you have 2+ years of professional experience in JavaScript, Node.js and modern frameworks like Vue.js and React?
   Do you aspire to work in a smaller, but growing company that values flexibility, fast-forwardness, and having fun along the ride? 
  Then this is a great opportunity to join our talented team of 11 engineers in Stockholm. 
  Our tech team is developing state of the art streaming technology for video and images. As a Full Stack developer at SeenThis, you will work with both internal and client facing tools and applications, to help our product reach its full potential.
   Expect to grow and be challenged!
  
   About SeenThis
   Since 2017, SeenThis has been evolving screen experiences for everyone, everywhere. With our groundbreaking adaptive streaming technology, we are transforming the distribution of digital content, to increase performance and reduce impact on the climate.
   With billions of streams served for more than 1,000 brands in over 40 countries, we push petabytes of data through our systems each month. If you’re wondering about requests per second, we’ll tell you over a Zoom coffee.
   We are on a journey to reshape the internet — for good. And the X factor to this success is our people. 
  We are a tight-knit team of 100+ employees working across the globe from our offices in Stockholm, Oslo, Copenhagen, London, Paris, Singapore, New York, and Sydney. We’re growing at a rapid pace, across all business areas, and are constantly looking for new colleagues to join our team. 
  We hire the best people and believe in their ability to create success and grow at the same time. We are global, yet close to heart – and we have ambitious goals, yet down-to-earth people.
   Do you want to be part of our expansion journey and have a lot of fun along the ride?
   We offer you:
   
   The opportunity to grow with a Swedish tech company 
   To learn and get support from experienced colleagues, enjoy hackathons and great discussions by the coffee machine 
   To work with state of the art technology 
   Great compensation for great work 
   A flexible workplace with a remote hybrid policy, and a social HQ office by the water, close to Södermalm in Stockholm 
  
  
   
  About the role
   Your work here will help establish our streaming technology as the new standard for delivering videos and images on the web – to deliver content faster, using less data, and in higher quality. If you’re thinking about the “middle out compression” joke from Silicon Valley, you’re not the first. We’re also big fans of Aviato and Erlich Bachman.
   We are currently hiring several developers to our applications team, to optimize and keep adding new functionalities to our CMS as well as our client-facing applications “Video Drop” & “Image Drop”. That means you will both work on our internal tools, where creative solutions and fast implementation is key, as well as on our external client-facing applications where design and usability are of high importance. 
  Our stack is JavaScript-based with Node.js, and we are using mostly Vue.js and (some) React.js for frontend. The communication between our frontends and backends is mostly through GraphQL and REST APIs.
   Your work task will be varied and will most probably involve things from all across the stack. This is a great opportunity to learn and develop in several areas that you are interested in!
   Do you have the ambition to take a Team Lead role in the future? Great! As the teams are growing, we are strongly encouraging those who want to help take responsibility for others.
   About you
  
   Required
   You have a minimum of 2 years’ experience with JavaScript and Node.js.
   Preferred
   Vue.js, GraphQL, Docker & Postgres
   Bonus Points
   AWS & Serverless
   We really appreciate developers that enjoy a passionate tech discussion by the coffee machine. Our team members are always curious to learn new things, and we are open to new perspectives and are especially interested in people who are updated on the latest trends and technologies!
   Looking forward to your application.
   Application
   We are excited to welcome you to the SeenThis-family! 
  Please apply sooner than later, as we review applications and interview on a continuous basis.
   If you have any questions regarding the role please contact Talent Acquisition Manager Ronja Hultkrantz, ronja@seenthis.se
 ",https://se.indeed.com/viewjob?from=appsharedroid&jk=ad24cb8ea8885474
